area_sqft,bedrooms,bathrooms,age_years,parking,location,furnished,property_type,price
2297.0,5,4.0,19,yes,urban,no,house,408600
2100.0,4,2.0,38,yes,suburban,yes,house,303500
1227.0,3,2.0,4,yes,suburban,no,apartment,154400
1503.0,3,3.0,28,no,rural,yes,villa,310000
1686.0,3,3.0,24,yes,suburban,yes,house,251900
2165.0,4,2.0,31,no,urban,no,apartment,276100
1906.0,4,2.0,34,no,suburban,yes,villa,281800
1387.0,3,2.0,28,no,suburban,no,house,217300
1710.0,4,3.0,19,yes,suburban,yes,house,298800
992.0,2,1.0,15,yes,rural,no,house,145900
1317.0,4,2.0,11,no,rural,yes,apartment,200200
1928.0,4,2.0,39,yes,urban,no,apartment,258900
1365.0,3,1.0,16,yes,suburban,yes,house,204300
1677.0,4,2.0,5,no,rural,yes,apartment,236700
1995.0,5,4.0,7,yes,urban,no,apartment,302500
1170.0,2,2.0,10,yes,rural,no,villa,195100
2321.0,4,3.0,13,no,rural,no,house,371300
500.0,2,1.0,37,yes,suburban,no,apartment,56800
1034.0,3,2.0,21,no,downtown,yes,house,254100
1995.0,4,3.0,40,yes,suburban,no,house,264500
1969.0,4,3.0,2,no,suburban,no,apartment,348300
1094.0,2,2.0,39,yes,downtown,yes,villa,257700
598.0,1,1.0,22,no,downtown,yes,house,69300
1785.0,3,2.0,36,no,urban,no,apartment,219600
1591.0,3,2.0,0,yes,urban,yes,apartment,296100
1018.0,1,1.0,31,yes,urban,yes,house,232800
1558.0,3,2.0,30,no,suburban,no,apartment,244300
1865.0,3,2.0,5,yes,suburban,no,apartment,272500
850.0,1,1.0,5,no,urban,no,house,207600
711.0,2,2.0,11,yes,urban,no,apartment,122600
1617.0,4,3.0,22,yes,urban,yes,house,267900
1799.0,4,3.0,30,yes,suburban,no,apartment,273300
2737.0,4,3.0,23,no,urban,yes,apartment,378200
1234.0,4,2.0,0,yes,rural,no,apartment,224300
2213.0,3,2.0,37,yes,suburban,no,house,286900
1656.0,2,1.0,39,no,rural,no,house,197200
1652.0,5,4.0,17,no,suburban,yes,apartment,312800
1760.0,3,1.0,40,yes,suburban,no,house,202100
1900.0,3,2.0,36,no,suburban,yes,apartment,230900
1245.0,2,1.0,5,yes,suburban,no,house,202500
1527.0,1,1.0,17,yes,suburban,yes,apartment,222200
1514.0,2,1.0,8,no,urban,no,house,266100
611.0,1,1.0,33,no,downtown,no,house,110700
2259.0,4,3.0,40,yes,downtown,no,house,319100
1613.0,3,3.0,24,yes,urban,no,apartment,249700
853.0,2,1.0,22,yes,downtown,yes,apartment,114800
1698.0,4,2.0,39,no,suburban,yes,apartment,241500
687.0,1,1.0,35,yes,urban,yes,house,122500
1073.0,2,2.0,26,yes,downtown,no,house,230200
1399.0,3,2.0,26,no,suburban,yes,apartment,209300
1924.0,4,2.0,36,,rural,yes,house,225000
1929.0,5,3.0,29,no,suburban,yes,villa,331900
1529.0,4,3.0,34,no,urban,no,villa,313800
1565.0,3,3.0,38,yes,suburban,yes,house,217700
1341.0,2,1.0,27,no,urban,yes,apartment,257200
2027.0,4,2.0,6,yes,urban,yes,apartment,308700
1647.0,1,1.0,9,no,urban,no,house,253100
1614.0,3,2.0,22,yes,downtown,yes,apartment,206300
1412.0,3,2.0,9,yes,rural,yes,apartment,190000
1316.0,3,2.0,29,yes,rural,yes,apartment,171000
1910.0,3,1.0,7,yes,suburban,no,apartment,285500
1634.0,3,2.0,37,yes,rural,yes,apartment,162900
1368.0,2,1.0,13,yes,rural,yes,house,164700
750.0,2,1.0,5,no,rural,yes,apartment,177200
1651.0,5,3.0,33,yes,urban,no,house,245900
1903.0,3,3.0,14,yes,suburban,no,apartment,279400
881.0,1,1.0,2,yes,suburban,yes,house,150000
500.0,1,1.0,4,yes,downtown,yes,apartment,158700
1610.0,3,3.0,19,yes,downtown,no,apartment,286400
1428.0,3,2.0,25,yes,urban,no,house,295700
1498.0,3,2.0,30,yes,suburban,no,house,225600
1717.0,5,4.0,15,no,suburban,yes,apartment,275300
2096.0,4,2.0,14,no,suburban,yes,apartment,320500
968.0,1,1.0,37,yes,suburban,no,house,115400
1147.0,2,2.0,34,no,urban,yes,house,117900
726.0,1,1.0,11,yes,suburban,no,apartment,170300
1644.0,3,3.0,28,yes,urban,no,house,316000
1339.0,2,1.0,18,yes,urban,yes,apartment,192500
1162.0,2,2.0,38,no,downtown,yes,house,240000
1490.0,3,2.0,1,no,,no,apartment,217900
500.0,2,1.0,4,no,downtown,yes,house,166700
1615.0,2,1.0,38,no,suburban,yes,house,187700
1686.0,4,2.0,2,yes,urban,no,house,297900
1989.0,3,1.0,25,yes,rural,no,house,236500
2263.0,4,3.0,39,no,urban,no,apartment,300400
1767.0,5,4.0,17,yes,suburban,no,apartment,300000
1092.0,3,2.0,15,no,suburban,yes,apartment,188800
1198.0,2,1.0,20,no,suburban,yes,house,134800
2112.0,4,2.0,2,no,suburban,yes,apartment,382100
500.0,1,1.0,13,yes,suburban,no,apartment,67300
1735.0,5,3.0,27,yes,urban,yes,apartment,309500
1521.0,3,2.0,32,no,suburban,yes,apartment,242300
1389.0,3,2.0,2,no,suburban,yes,apartment,240200
647.0,1,2.0,37,no,urban,yes,apartment,108600
500.0,1,1.0,8,yes,suburban,yes,apartment,126500
2186.0,4,4.0,31,yes,downtown,no,house,356400
2553.0,5,4.0,1,yes,rural,no,apartment,405600
1673.0,3,1.0,12,no,downtown,no,apartment,328600
1848.0,3,2.0,3,yes,,no,apartment,300500
935.0,3,2.0,9,yes,suburban,no,apartment,220900
1209.0,2,1.0,23,yes,urban,yes,house,181500
1477.0,3,1.0,10,yes,urban,no,apartment,263100
1442.0,4,3.0,36,no,urban,yes,apartment,251000
1176.0,2,2.0,20,no,rural,no,apartment,171500
933.0,2,1.0,37,yes,urban,no,apartment,111100
895.0,2,1.0,32,no,suburban,no,house,87100
1984.0,3,3.0,7,no,downtown,no,apartment,257100
1834.0,4,3.0,5,yes,suburban,no,house,311100
1921.0,4,3.0,30,yes,rural,no,apartment,288800
1927.0,5,3.0,22,no,downtown,no,apartment,268300
2103.0,5,4.0,7,yes,downtown,no,villa,386300
1128.0,2,2.0,10,no,urban,no,villa,262300
1974.0,5,3.0,38,yes,rural,yes,house,273800
1090.0,2,2.0,32,yes,suburban,no,apartment,149500
1482.0,4,3.0,37,no,urban,no,apartment,236800
2064.0,5,3.0,11,yes,urban,no,house,355000
1763.0,3,2.0,15,yes,rural,no,house,263200
,3,2.0,33,no,suburban,yes,house,153000
2000.0,5,,16,yes,urban,no,villa,364600
1847.0,3,2.0,22,yes,rural,no,house,277000
854.0,2,1.0,31,no,suburban,yes,apartment,98300
1372.0,3,2.0,9,no,urban,yes,villa,338800
500.0,1,1.0,14,yes,suburban,yes,house,50000
751.0,2,1.0,4,yes,urban,no,house,159800
1283.0,3,2.0,27,no,rural,no,house,206700
996.0,2,1.0,20,yes,downtown,no,house,205100
1963.0,3,2.0,26,yes,urban,yes,house,256400
1988.0,3,2.0,19,yes,urban,yes,apartment,298800
1167.0,2,1.0,23,no,downtown,yes,apartment,165400
1435.0,3,2.0,6,yes,urban,no,apartment,209000
2209.0,4,3.0,26,yes,rural,yes,house,351000
2177.0,5,3.0,1,no,rural,no,apartment,352900
1420.0,3,2.0,14,yes,urban,yes,apartment,251100
1812.0,5,3.0,12,yes,rural,yes,house,356800
1587.0,3,2.0,3,yes,rural,no,house,280300
2476.0,5,4.0,22,yes,rural,no,house,366900
2224.0,5,3.0,37,yes,rural,yes,apartment,282700
1466.0,3,,35,no,urban,no,house,230700
1671.0,3,3.0,4,no,suburban,no,house,322000
1501.0,3,3.0,21,no,downtown,yes,apartment,242700
1519.0,2,2.0,12,yes,urban,no,villa,362300
1076.0,2,2.0,6,yes,rural,yes,house,192400
900.0,2,2.0,30,yes,rural,no,apartment,84500
1268.0,1,1.0,28,yes,urban,no,apartment,174100
1722.0,4,3.0,15,yes,downtown,no,apartment,277900
753.0,1,1.0,12,no,urban,no,apartment,105100
985.0,3,2.0,35,yes,urban,yes,house,191600
1290.0,3,3.0,24,yes,urban,yes,apartment,258300
769.0,1,1.0,10,no,urban,yes,apartment,101800
2018.0,4,4.0,40,yes,urban,no,house,276000
1773.0,2,1.0,20,no,urban,yes,house,244100
1822.0,3,2.0,40,yes,urban,no,house,285200
1055.0,2,1.0,21,no,urban,no,house,188500
913.0,1,1.0,39,yes,downtown,no,apartment,92800
1109.0,2,1.0,22,yes,downtown,yes,apartment,169900
1627.0,3,1.0,29,yes,suburban,no,apartment,231900
1047.0,2,1.0,33,yes,urban,no,house,139500
1837.0,4,3.0,36,yes,downtown,no,apartment,269500
1561.0,4,2.0,22,yes,rural,yes,apartment,206100
1868.0,3,3.0,36,yes,suburban,yes,villa,343000
1379.0,3,2.0,18,yes,rural,no,villa,307800
1838.0,5,3.0,36,no,urban,no,apartment,279500
1879.0,3,2.0,3,no,rural,no,apartment,306800
2064.0,5,4.0,12,yes,downtown,no,house,416200
930.0,1,1.0,7,yes,suburban,no,apartment,170300
711.0,1,1.0,34,yes,suburban,yes,house,112500
1049.0,2,1.0,25,no,suburban,yes,house,177400
2081.0,4,3.0,14,yes,downtown,no,house,345200
1339.0,3,3.0,6,no,,no,house,305700
2013.0,4,3.0,16,yes,suburban,yes,house,359700
1595.0,2,2.0,25,no,suburban,no,house,246400
1865.0,3,2.0,0,no,rural,yes,house,326100
2045.0,4,3.0,34,no,rural,no,house,295000
1110.0,2,1.0,10,no,suburban,yes,house,408516
1342.0,3,2.0,17,yes,suburban,yes,apartment,228800
1802.0,3,2.0,14,yes,suburban,yes,house,317700
1767.0,3,2.0,22,no,urban,yes,house,317100
851.0,1,1.0,28,no,rural,no,house,66100
1937.0,4,3.0,10,yes,suburban,no,apartment,306900
583.0,1,1.0,7,yes,suburban,no,house,162000
1407.0,2,2.0,7,yes,suburban,no,house,228100
1386.0,3,2.0,8,yes,suburban,no,house,246100
1941.0,3,2.0,31,yes,rural,yes,apartment,263100
1919.0,4,2.0,12,yes,rural,yes,apartment,307700
1588.0,3,,39,yes,suburban,yes,house,200200
2077.0,5,2.0,11,yes,urban,no,apartment,418800
1581.0,4,4.0,21,no,,yes,apartment,294400
828.0,2,1.0,5,no,downtown,yes,house,192800
1103.0,2,2.0,0,yes,urban,yes,apartment,276100
1926.0,4,3.0,16,yes,rural,yes,apartment,323800
1726.0,4,3.0,7,yes,downtown,no,apartment,311400
1718.0,4,2.0,4,no,downtown,no,house,351700
1955.0,4,3.0,30,no,rural,yes,house,258800
1603.0,3,2.0,18,no,rural,no,house,250800
792.0,3,2.0,6,no,urban,yes,apartment,191100
1990.0,4,3.0,27,yes,suburban,no,villa,289600
2517.0,5,3.0,20,yes,downtown,yes,house,384000
2064.0,4,3.0,1,yes,urban,no,apartment,317100
1038.0,2,2.0,17,no,urban,no,apartment,203400
1086.0,2,1.0,8,no,rural,no,apartment,165800
780.0,2,1.0,37,no,urban,no,house,147600
1731.0,3,2.0,0,yes,suburban,yes,house,337000
1595.0,3,3.0,8,yes,suburban,no,apartment,320800
1025.0,2,1.0,18,yes,urban,no,apartment,186600
1727.0,3,2.0,10,yes,urban,yes,villa,368300
1168.0,3,2.0,26,yes,downtown,no,apartment,218100
1627.0,4,2.0,8,no,urban,yes,house,357000
1885.0,4,3.0,2,yes,suburban,no,apartment,283500
777.0,2,1.0,34,yes,suburban,no,apartment,103700
2745.0,5,3.0,30,yes,rural,yes,house,416000
709.0,2,2.0,27,yes,downtown,yes,apartment,150400
1295.0,2,1.0,18,yes,urban,no,apartment,195200
1919.0,4,3.0,1,yes,urban,no,house,407000
983.0,2,1.0,29,yes,suburban,no,house,114100
1083.0,2,2.0,12,yes,downtown,no,house,234800
1948.0,4,4.0,22,yes,downtown,no,apartment,292600
1626.0,4,3.0,9,no,suburban,no,apartment,305600
1099.0,2,1.0,36,yes,suburban,no,apartment,168600
1139.0,2,1.0,27,yes,rural,yes,apartment,179900
2081.0,3,2.0,25,yes,suburban,yes,apartment,335900
2437.0,4,2.0,20,no,urban,yes,house,366400
2227.0,3,2.0,12,yes,downtown,no,house,329500
596.0,1,1.0,7,yes,suburban,yes,apartment,164700
1217.0,3,2.0,7,yes,rural,no,apartment,201400
500.0,1,1.0,24,no,urban,no,apartment,50000
991.0,3,2.0,12,no,urban,no,house,156700
1277.0,2,2.0,40,yes,urban,no,apartment,97900
1771.0,4,1.0,30,no,downtown,no,apartment,245400
2253.0,3,2.0,18,yes,suburban,no,apartment,356100
918.0,3,2.0,2,yes,rural,no,apartment,215900
1083.0,2,1.0,17,yes,urban,no,apartment,147000
1385.0,3,2.0,33,yes,downtown,no,apartment,242900
2186.0,5,3.0,35,no,urban,no,apartment,288800
780.0,2,1.0,21,yes,urban,no,apartment,76400
998.0,2,1.0,11,yes,urban,yes,house,179900
1587.0,3,3.0,32,no,rural,yes,house,198000
2525.0,5,4.0,26,yes,suburban,yes,house,449500
996.0,1,1.0,14,yes,suburban,yes,villa,159400
1848.0,4,3.0,15,yes,urban,no,apartment,304800
1056.0,2,2.0,32,yes,rural,no,house,174000
1948.0,4,3.0,22,no,downtown,no,apartment,336300
1111.0,2,1.0,10,yes,downtown,yes,house,224900
1427.0,2,1.0,7,no,suburban,yes,apartment,192200
1216.0,2,1.0,30,yes,rural,no,apartment,167900
1834.0,4,3.0,35,yes,urban,no,house,320600
1381.0,2,1.0,13,yes,downtown,no,apartment,208600
2180.0,4,2.0,11,yes,rural,no,apartment,348300
1665.0,2,2.0,39,no,rural,no,apartment,178600
978.0,2,1.0,35,yes,rural,no,apartment,143600
1838.0,4,3.0,3,yes,rural,no,apartment,338100
699.0,1,1.0,24,yes,suburban,no,apartment,96300
1054.0,4,3.0,8,yes,downtown,no,house,191700
1383.0,1,1.0,32,yes,urban,yes,apartment,158600
500.0,1,1.0,11,no,urban,yes,apartment,116400
1670.0,4,3.0,7,yes,suburban,no,apartment,294300
977.0,2,1.0,8,yes,urban,no,villa,237500
1362.0,4,3.0,34,no,rural,yes,apartment,211700
824.0,1,1.0,12,yes,suburban,no,villa,120700
2109.0,5,3.0,15,yes,urban,no,house,376300
1014.0,2,2.0,18,yes,downtown,no,house,228600
864.0,2,1.0,11,no,urban,yes,apartment,182200
1922.0,3,2.0,39,yes,downtown,no,villa,352200
1106.0,2,1.0,19,no,rural,no,house,172500
693.0,2,2.0,25,yes,suburban,no,villa,192400
1253.0,3,2.0,0,no,urban,no,house,223200
1949.0,4,4.0,27,no,rural,no,house,295500
1325.0,2,2.0,3,yes,suburban,no,apartment,264800
1092.0,2,2.0,3,yes,rural,no,apartment,160200
1265.0,3,2.0,15,yes,rural,yes,house,296700
1121.0,3,2.0,34,yes,suburban,yes,house,170200
762.0,2,1.0,4,yes,suburban,yes,apartment,154000
2187.0,5,4.0,3,no,rural,no,apartment,366300
1303.0,4,3.0,30,yes,suburban,yes,apartment,232400
1906.0,3,3.0,8,no,suburban,no,apartment,298700
1821.0,3,2.0,27,yes,rural,no,apartment,228000
919.0,2,2.0,10,yes,rural,no,house,186500
1449.0,2,1.0,8,yes,urban,no,house,188300
1301.0,2,2.0,39,yes,urban,yes,house,210500
1213.0,3,2.0,8,yes,urban,yes,apartment,232100
1548.0,4,3.0,31,no,suburban,yes,house,305300
975.0,1,1.0,5,yes,urban,no,house,172200
500.0,1,1.0,25,no,rural,no,villa,86200
1836.0,3,2.0,20,yes,suburban,yes,house,301100
1291.0,2,1.0,3,no,rural,yes,house,186100
1190.0,3,2.0,39,no,rural,no,villa,190200
835.0,2,,35,yes,suburban,no,apartment,139600
1124.0,1,1.0,20,yes,suburban,no,apartment,168500
2016.0,5,3.0,12,yes,rural,yes,villa,425100
870.0,1,1.0,33,no,suburban,yes,apartment,65400
1916.0,3,2.0,26,no,downtown,yes,house,261600
1793.0,3,2.0,28,yes,urban,yes,apartment,288000
2645.0,4,3.0,17,no,urban,no,apartment,402900
1460.0,3,1.0,4,no,suburban,yes,apartment,224900
1665.0,4,3.0,30,yes,suburban,no,house,281500
500.0,2,1.0,20,yes,suburban,yes,house,136400
1619.0,4,3.0,25,no,suburban,no,apartment,236500
1897.0,3,2.0,32,no,urban,no,house,308200
2041.0,4,3.0,39,yes,rural,no,apartment,284100
2132.0,5,4.0,26,yes,rural,no,house,323800
1499.0,4,3.0,37,no,downtown,yes,apartment,261100
1741.0,2,2.0,23,no,urban,yes,apartment,261400
813.0,1,1.0,25,yes,urban,no,house,178500
884.0,2,1.0,38,yes,urban,no,villa,298327
1728.0,4,3.0,12,yes,suburban,no,house,336900
1513.0,4,4.0,37,no,suburban,yes,house,228400
1673.0,4,2.0,4,yes,suburban,yes,house,284400
1752.0,3,2.0,23,no,urban,no,house,262100
1140.0,2,2.0,30,yes,suburban,no,apartment,210100
500.0,1,1.0,11,yes,urban,no,house,142400
1903.0,3,3.0,14,yes,suburban,no,house,278400
902.0,1,1.0,30,no,suburban,no,apartment,143100
1582.0,3,2.0,3,yes,downtown,no,villa,349500
1861.0,5,3.0,37,yes,suburban,yes,villa,306000
970.0,2,1.0,13,yes,rural,yes,apartment,171600
1049.0,2,1.0,18,no,downtown,yes,apartment,183100
1491.0,3,1.0,29,yes,urban,no,apartment,220100
1311.0,3,2.0,15,no,downtown,yes,house,207800
2554.0,5,,5,yes,urban,no,apartment,394800
2194.0,4,4.0,28,no,urban,no,house,335700
892.0,2,2.0,28,yes,urban,yes,apartment,146100
2139.0,3,1.0,36,no,urban,yes,house,290500
1416.0,3,2.0,28,yes,suburban,no,house,225700
1737.0,3,2.0,19,yes,urban,yes,house,275800
1261.0,3,2.0,1,yes,downtown,no,house,242400
1842.0,3,3.0,14,no,suburban,no,house,296900
2941.0,5,3.0,7,no,suburban,yes,apartment,478000
1292.0,2,1.0,14,no,rural,no,house,187100
500.0,1,1.0,17,no,rural,yes,apartment,112100
1619.0,3,2.0,26,yes,urban,yes,house,225500
1138.0,2,2.0,18,no,urban,yes,apartment,193500
1723.0,3,2.0,12,yes,urban,no,house,302300
1653.0,4,3.0,26,no,urban,yes,apartment,263500
1337.0,2,1.0,34,yes,urban,yes,apartment,140100
,3,2.0,13,yes,urban,yes,apartment,213400
2557.0,5,4.0,13,yes,urban,no,villa,515800
1486.0,1,1.0,27,yes,rural,yes,house,166200
798.0,2,2.0,29,yes,downtown,yes,apartment,95400
1702.0,4,2.0,24,no,downtown,no,apartment,271600
1237.0,3,2.0,37,no,suburban,no,apartment,71300
1402.0,2,2.0,15,yes,,no,house,232500
971.0,3,3.0,30,no,suburban,yes,apartment,202100
2112.0,4,3.0,1,no,suburban,no,apartment,399400
1720.0,4,3.0,0,no,rural,no,house,299100
899.0,2,1.0,12,no,rural,yes,house,90800
582.0,1,1.0,31,no,urban,yes,apartment,52000
1628.0,2,1.0,40,no,suburban,yes,house,243000
1238.0,3,2.0,4,yes,suburban,no,apartment,191600
1446.0,3,3.0,35,yes,urban,yes,apartment,239200
1321.0,3,2.0,31,no,urban,yes,apartment,154200
817.0,1,1.0,6,no,suburban,yes,apartment,99600
1781.0,5,3.0,36,yes,rural,no,apartment,255100
1324.0,2,2.0,31,yes,urban,no,apartment,167800
,3,2.0,36,yes,urban,yes,apartment,195700
1927.0,4,3.0,21,yes,urban,yes,apartment,313000
1864.0,3,1.0,6,yes,suburban,yes,apartment,351000
853.0,2,2.0,29,no,suburban,no,house,146100
2003.0,3,3.0,30,no,suburban,no,house,318900
2544.0,5,3.0,37,yes,suburban,no,house,373300
1046.0,2,2.0,27,yes,rural,no,house,168600
1801.0,4,3.0,37,yes,suburban,no,apartment,244800
2457.0,5,3.0,16,no,urban,yes,villa,466200
500.0,1,1.0,38,yes,suburban,no,house,52400
1117.0,2,2.0,18,yes,urban,yes,apartment,189200
1368.0,2,1.0,21,yes,rural,no,apartment,161900
1527.0,2,1.0,22,yes,urban,yes,house,198300
1239.0,3,2.0,7,no,urban,no,apartment,218200
1926.0,5,4.0,31,yes,rural,no,villa,375700
1214.0,2,1.0,7,no,rural,no,apartment,200600
2014.0,5,3.0,34,no,urban,yes,house,334700
500.0,2,1.0,7,yes,urban,yes,house,177900
1547.0,3,2.0,4,yes,urban,yes,apartment,338400
1495.0,3,1.0,18,yes,downtown,no,apartment,302800
2050.0,5,4.0,24,yes,rural,no,house,267900
1192.0,2,1.0,20,yes,urban,no,apartment,250700
1995.0,3,3.0,34,no,suburban,no,apartment,255500
1798.0,3,3.0,0,yes,urban,no,villa,349000
1826.0,3,2.0,35,,suburban,yes,apartment,247000
1072.0,1,1.0,10,yes,urban,no,apartment,199100
2266.0,4,3.0,19,no,suburban,no,apartment,358900
951.0,1,1.0,10,yes,rural,no,apartment,181700
3460.0,5,4.0,34,no,urban,no,apartment,465100
744.0,2,2.0,11,yes,urban,yes,apartment,151700
744.0,1,1.0,35,yes,urban,no,house,124300
1691.0,4,3.0,27,yes,rural,yes,house,252200
2011.0,3,1.0,35,yes,downtown,yes,house,324300
1959.0,3,3.0,12,no,rural,no,apartment,350000
1616.0,4,3.0,39,yes,suburban,no,apartment,191300
1347.0,3,2.0,25,no,suburban,yes,house,212100
994.0,2,2.0,27,yes,suburban,no,house,219200
2008.0,3,1.0,2,no,urban,no,house,329000
2056.0,3,2.0,15,no,rural,no,apartment,300200
1453.0,4,3.0,10,yes,suburban,yes,apartment,287900
1398.0,3,2.0,10,yes,suburban,yes,house,210100
1416.0,2,2.0,15,yes,urban,yes,apartment,271700
1557.0,3,2.0,24,yes,downtown,no,house,234600
2055.0,4,2.0,11,yes,suburban,yes,apartment,366000
1231.0,2,2.0,35,no,urban,yes,house,198600
1311.0,3,2.0,36,no,urban,no,apartment,161100
994.0,2,1.0,39,no,urban,yes,villa,65100
1994.0,4,3.0,18,yes,suburban,no,apartment,362300
1358.0,2,1.0,10,no,urban,no,apartment,185300
1544.0,3,2.0,12,no,urban,yes,apartment,249400
2615.0,6,5.0,23,yes,suburban,yes,house,463300
1601.0,3,2.0,39,no,suburban,no,house,253500
1768.0,4,2.0,14,yes,downtown,yes,house,340200
2110.0,5,4.0,30,yes,suburban,yes,apartment,351800
1409.0,3,1.0,10,no,suburban,yes,house,218400
1929.0,3,2.0,31,yes,rural,no,apartment,243400
2188.0,5,3.0,10,yes,urban,no,villa,408400
1282.0,4,3.0,10,no,suburban,no,house,233900
1603.0,5,4.0,11,yes,downtown,yes,apartment,334000
1679.0,2,1.0,7,no,rural,no,house,224600
2173.0,4,3.0,39,yes,suburban,yes,house,304700
1559.0,3,3.0,34,yes,urban,no,apartment,222500
2441.0,4,3.0,8,yes,suburban,no,apartment,356300
1698.0,4,2.0,18,yes,suburban,no,house,275400
2536.0,6,5.0,36,yes,urban,no,apartment,358800
1081.0,2,1.0,13,yes,suburban,yes,house,194700
1649.0,6,5.0,26,yes,suburban,yes,apartment,342900
1082.0,2,2.0,3,yes,suburban,no,house,230700
1811.0,3,1.0,40,yes,rural,yes,apartment,207500
1407.0,3,2.0,36,yes,suburban,yes,villa,223700
2424.0,5,3.0,6,yes,urban,no,apartment,376900
1534.0,2,1.0,12,no,downtown,yes,apartment,256700
1830.0,4,2.0,29,no,rural,no,house,264300
1183.0,2,2.0,4,yes,urban,no,house,177800
1075.0,2,2.0,17,yes,urban,yes,house,258100
1464.0,3,2.0,10,no,suburban,yes,house,257800
1818.0,4,2.0,34,yes,urban,yes,apartment,198400
1657.0,3,2.0,8,yes,urban,no,apartment,232300
1218.0,2,1.0,27,yes,urban,yes,apartment,159900
1523.0,4,,14,yes,suburban,yes,house,344400
591.0,1,1.0,9,yes,downtown,no,apartment,107500
1128.0,3,2.0,31,yes,suburban,no,apartment,203500
1658.0,4,2.0,24,no,downtown,no,villa,315100
1657.0,2,1.0,39,no,urban,no,apartment,172000
1915.0,5,3.0,29,yes,suburban,yes,apartment,269500
500.0,1,1.0,1,yes,rural,no,apartment,111900
965.0,3,2.0,28,no,rural,yes,house,141200
1009.0,2,2.0,18,yes,rural,yes,apartment,193900
1168.0,2,2.0,1,yes,rural,yes,house,214600
1138.0,2,1.0,24,no,urban,no,apartment,159600
1875.0,3,2.0,20,no,downtown,no,apartment,270800
1477.0,3,2.0,35,yes,suburban,no,house,151200
1472.0,4,3.0,4,yes,rural,no,apartment,278200
1934.0,4,3.0,20,yes,urban,yes,house,321000
1637.0,3,2.0,25,yes,suburban,yes,apartment,278000
1966.0,3,2.0,33,yes,suburban,no,apartment,242500
1582.0,4,4.0,21,yes,rural,no,house,298300
,1,1.0,37,no,suburban,no,apartment,103700
1822.0,4,2.0,10,no,suburban,yes,house,367400
1117.0,2,1.0,3,yes,urban,yes,house,214800
827.0,1,1.0,17,yes,suburban,no,apartment,121400
1799.0,3,1.0,2,yes,urban,yes,house,348200
2091.0,5,4.0,9,no,suburban,no,house,351400
500.0,1,1.0,2,yes,downtown,yes,apartment,135200
2192.0,5,3.0,35,yes,rural,no,house,359900
634.0,1,1.0,35,no,suburban,yes,villa,72900
951.0,2,2.0,8,yes,downtown,no,house,228700
1456.0,3,3.0,28,yes,,yes,house,271300
1507.0,2,1.0,5,yes,rural,no,apartment,189300
1124.0,2,1.0,9,yes,rural,yes,villa,238200
1171.0,1,1.0,12,no,urban,no,house,166700
1145.0,2,1.0,9,yes,rural,no,house,176500
1320.0,3,3.0,10,yes,downtown,no,house,258400
1434.0,2,2.0,5,yes,urban,yes,apartment,248000
2076.0,4,3.0,11,yes,suburban,no,apartment,334500
1080.0,2,1.0,13,yes,rural,no,house,160300
1429.0,4,3.0,14,yes,suburban,no,apartment,247300
1319.0,3,3.0,34,yes,urban,no,apartment,167400
980.0,2,2.0,40,no,rural,yes,apartment,87100
1477.0,4,2.0,24,yes,downtown,no,house,304200
2318.0,5,4.0,40,yes,urban,yes,apartment,299000
957.0,2,2.0,36,yes,suburban,yes,apartment,131900
1781.0,3,2.0,15,yes,suburban,yes,apartment,270000
1414.0,3,2.0,4,yes,urban,yes,villa,236600
1207.0,2,2.0,18,no,suburban,no,apartment,188700
715.0,2,2.0,28,yes,rural,no,house,91100
1176.0,1,1.0,6,no,suburban,no,apartment,155400
592.0,1,1.0,25,no,rural,yes,apartment,73100
1239.0,3,2.0,15,no,urban,no,apartment,250200
2611.0,4,3.0,9,yes,urban,no,villa,428100
996.0,1,1.0,30,yes,urban,no,apartment,137600
1235.0,2,1.0,37,yes,urban,no,villa,141500
2075.0,4,4.0,26,yes,suburban,yes,apartment,280600
1772.0,4,3.0,9,yes,rural,no,apartment,225700
670.0,1,1.0,20,yes,urban,yes,apartment,108100
500.0,1,1.0,0,yes,suburban,no,apartment,115300
1006.0,2,2.0,36,no,urban,yes,apartment,137600
1553.0,3,3.0,14,yes,urban,no,apartment,221600
1873.0,3,3.0,15,yes,suburban,no,apartment,274900
2319.0,4,2.0,7,yes,suburban,no,house,348600
2420.0,5,2.0,27,yes,rural,yes,villa,434800
1545.0,3,2.0,34,yes,suburban,yes,apartment,247400
1043.0,2,1.0,17,yes,rural,no,house,193700
2312.0,5,4.0,34,,suburban,yes,apartment,309700
1372.0,3,2.0,36,no,urban,no,house,122600
1169.0,4,3.0,40,no,rural,no,apartment,192400
1662.0,3,2.0,32,yes,suburban,no,villa,208600
883.0,2,2.0,35,no,urban,yes,house,132400
1639.0,3,3.0,11,no,suburban,no,house,283700
500.0,2,2.0,40,yes,urban,yes,apartment,137400
1168.0,3,1.0,33,yes,rural,yes,house,171500
1349.0,3,3.0,19,no,suburban,no,apartment,222100
991.0,1,1.0,14,yes,suburban,no,house,178000
1233.0,2,1.0,21,yes,suburban,yes,house,208500
715.0,1,1.0,25,yes,suburban,no,apartment,100400
1523.0,3,3.0,40,no,urban,yes,house,230100
500.0,1,1.0,19,yes,rural,no,apartment,83700
1117.0,3,2.0,35,yes,urban,no,apartment,178400
